MSOACode,2019-03,2019-06,2019-09,2019-12,2020-03,2020-06,2020-09,2020-12,2021-03,2021-06,2021-09,2021-12,2022-03
E02001086,"280,230","269,453","268,873","269,318","266,248","282,293","294,750","311,372","306,555","295,749","311,423","320,337","314,290"
E02001087,"417,044","429,259","402,761","403,096","406,051","388,300","376,822","390,570","406,598","425,487","451,825","449,236","455,483"
E02001088,"190,580","190,472","187,954","191,675","190,895","197,424","208,626","214,431","220,535","223,404","227,808","230,634","241,159"
E02001089,"395,025","395,232","373,030","362,892","355,815","342,635","357,362","372,538","388,034","399,957","407,066","403,020","414,702"
E02001090,"218,730","215,148","227,012","222,699","229,636","226,966","221,609","231,830","242,386","252,580","256,279","258,430","266,407"
E02001091,"192,702","192,836","198,845","202,602","214,608","215,952","219,696","230,534","240,044","244,836","252,447","255,762","248,008"
E02001092,"161,113","158,202","165,029","159,799","166,005","171,732","175,470","192,505","199,273","213,625","215,613","214,859","218,832"
E02001093,"166,710","166,172","159,166","160,600","158,603","165,465","169,479","174,985","182,496","178,740","181,888","179,836","181,339"
E02001094,"130,482","132,495","135,827","140,348","146,750","151,044","161,800","175,204","175,894","175,257","177,903","170,384","174,783"
E02001095,"144,088","145,390","139,972","144,083","145,893","145,008","154,609","159,290","171,276","176,483","176,825","184,638","187,826"
E02001096,"178,755","178,543","183,606","192,173","194,168","207,114","209,349","214,138","218,522","216,304","212,258","210,565","209,524"
E02001097,"146,830","151,794","152,189","161,005","161,050","162,405","167,193","172,140","174,027","172,926","180,960","179,994","184,684"
E02006902,"225,575","229,646","229,007","228,104","222,005","223,668","233,771","245,038","244,959","260,221","270,459","264,791","268,223"
E02006912,"222,938","223,222","225,835","227,740","227,560","231,655","235,818","247,503","251,018","271,103","263,983","276,759","278,044"
E02006913,"164,634","165,087","167,272","160,726","156,608","155,493","159,997","194,602","198,743","198,543","210,033","198,091","198,761"
E02006914,"218,573","215,640","217,028","219,064","224,986","227,523","235,592","230,206","232,293","226,990","218,425","219,695","212,144"
E02006915,"143,897","143,832","151,694","144,750","150,626","151,799","136,517","147,444","147,813","143,862","148,133","144,105","148,858"
E02006916,"218,892","201,641","197,343","199,247","211,309","224,710","234,906","249,850","262,756","266,136","263,185","255,353","241,596"
E02006917,"246,656","247,844","247,534","241,172","297,551","309,457","318,721","323,183","338,856","334,362","330,935","346,656","336,093"
E02001098,"152,622","150,666","152,330","156,466","159,876","160,018","158,659","161,886","163,144","177,347","192,184","189,259","197,232"
E02001099,"131,584","132,732","133,923","131,836","130,892","130,747","136,317","152,414","155,811","167,896","173,606","173,595","177,208"
E02001100,"163,887","166,336","167,873","176,784","185,264","192,637","189,012","196,890","200,491","219,406","225,231","227,991","236,342"
E02001101,"156,600","156,705","172,267","171,257","175,229","175,101","175,605","206,277","220,688","230,085","233,680","223,933","219,397"
E02001102,"140,584","141,386","137,170","151,023","160,887","162,663","164,237","164,679","165,459","178,419","182,217","190,463","195,726"
E02001103,"295,476","284,482","272,173","279,747","278,790","288,815","283,625","278,568","309,143","307,716","321,319","327,647","349,929"
E02001104,"162,506","160,695","167,360","175,933","177,548","179,465","189,253","197,870","205,731","206,296","206,921","205,826","197,320"
E02001105,"164,296","158,736","158,188","163,010","166,575","166,253","178,922","194,445","206,164","222,830","220,439","218,474","217,359"
E02001106,"137,205","137,811","141,450","144,393","144,554","150,780","146,696","153,499","155,763","159,743","156,101","158,501","162,107"
E02001107,"159,846","151,910","155,790","166,907","169,448","171,928","183,902","175,151","182,256","190,243","189,386","191,153","195,288"
E02001108,"86,576","89,615","96,214","104,265","107,175","109,817","107,524","116,612","118,514","121,301","122,651","128,508","129,645"
E02001109,"103,407","104,094","106,247","111,449","111,096","110,511","122,776","121,368","132,136","150,966","152,236","153,221","154,226"
E02001110,"279,761","274,237","276,156","277,579","297,372","304,423","293,117","301,637","299,144","298,391","315,837","304,257","295,358"
E02001111,"75,880","83,513","83,147","94,734","94,144","92,302","92,804","86,293","85,045","91,346","100,894","96,510","106,253"
E02001112,"189,202","199,816","202,638","209,969","213,226","217,198","240,307","234,097","245,291","248,273","236,491","246,719","246,813"
E02001113,"89,943","91,889","94,050","99,750","98,453","94,615","91,707","99,326","108,528","113,051","118,372","121,250","124,400"
E02001114,"142,386","141,180","140,075","150,009","152,736","154,904","159,360","178,386","207,410","210,743","212,735","202,325","189,228"
E02001115,"145,405","146,116","156,369","161,424","165,441","169,174","159,010","151,924","161,634","163,737","170,113","172,615","176,300"
E02001116,"84,029","86,546","90,886","91,424","91,949","88,979","94,405","101,442","114,280","122,957","127,254","129,407","132,313"
E02001117,"265,013","242,755","252,878","257,878","259,512","271,213","262,487","288,023","309,648","313,395","318,287","308,931","303,410"
E02001118,"239,400","234,783","241,037","241,568","223,386","241,245","235,780","268,490","283,309","276,356","284,037","275,937","282,283"
E02001119,"75,953","73,962","82,355","82,853","81,099","84,820","79,544","86,523","93,504","93,973","99,473","101,634","111,457"
E02001121,"84,818","88,081","82,808","78,837","80,434","88,129","89,195","93,351","104,412","100,411","107,609","110,452","104,191"
E02001123,"119,844","120,256","116,482","115,458","118,442","118,609","124,658","131,249","143,537","147,540","154,368","155,428","155,110"
E02001124,"91,575","97,657","101,461","112,956","118,931","126,856","131,118","128,208","129,629","123,713","125,409","128,980","131,541"
E02001125,"124,063","127,786","129,306","130,222","136,817","137,566","141,833","157,585","155,702","160,848","169,762","166,230","174,747"
E02001126,"92,264","91,183","89,422","91,348","91,129","94,232","96,111","95,995","102,805","103,307","111,032","129,942","132,924"
E02001127,"136,356","139,131","137,579","152,683","151,819","149,299","154,436","148,189","164,635","165,001","167,526","164,553","161,847"
E02001128,"124,373","123,316","120,901","119,546","121,253","126,804","133,080","143,516","151,418","157,318","158,760","158,453","159,405"
E02001129,"154,514","161,829","164,895","170,069","178,693","182,162","186,415","201,014","189,823","188,415","179,046","162,428","157,366"
E02001130,"190,664","187,187","185,586","180,477","185,991","185,477","183,706","197,487","206,432","214,836","225,338","228,526","221,017"
E02001131,"146,705","150,066","159,146","162,373","163,687","168,038","166,897","175,389","179,469","182,037","186,285","192,004","196,497"
E02006860,"125,262","121,152","130,620","126,829","125,409","123,951","121,679","130,177","142,577","150,944","155,164","154,401","147,693"
E02005240,"127,981","144,838","155,891","141,579","140,643","126,217","128,299","145,537","160,182","157,494","161,811","160,260","156,142"
E02005241,"120,429","128,685","135,645","151,649","155,222","150,813","149,932","171,284","187,806","190,451","192,425","164,100","160,677"
E02005242,"156,339","149,088","152,426","162,630","163,172","161,953","156,883","150,746","151,162","170,920","181,403","187,252","186,072"
E02005243,"112,014","125,019","119,954","121,716","124,158","113,920","123,018","145,882","156,388","164,640","166,180","158,649","154,215"
E02005244,"127,111","130,385","132,031","144,502","157,066","167,908","165,088","160,383","147,838","156,949","156,129","152,723","147,455"
E02005245,"189,955","193,820","188,602","188,228","189,449","196,948","199,803","205,113","224,604","238,565","231,121","225,864","219,467"
E02005246,"125,507","127,766","134,362","131,231","132,226","134,779","132,287","127,791","128,677","131,458","133,229","126,507","122,917"
E02005247,"203,775","210,259","202,921","187,511","197,801","199,704","213,790","229,268","257,315","257,900","250,799","252,699","243,246"
E02005248,"56,985","53,189","53,018","58,176","61,646","64,452","65,622","66,344","71,202","73,299","76,564","78,204","78,011"
E02005249,"53,261","55,493","55,273","57,038","56,722","56,302","56,561","56,430","59,161","61,600","65,266","68,150","70,207"
E02005250,"75,290","76,152","75,642","71,680","71,094","75,218","75,666","77,391","88,391","86,749","87,334","88,828","86,304"
E02005251,"124,606","115,943","122,196","122,460","121,039","122,162","121,256","124,199","134,777","141,375","146,673","146,592","142,115"
E02005252,"116,256","125,011","131,487","133,677","136,907","127,714","127,676","137,446","141,612","147,977","156,416","149,413","148,485"
E02005253,"276,636","268,535","278,423","275,309","271,822","284,464","268,411","268,088","289,802","304,909","317,049","334,971","332,503"
E02005254,"274,516","272,273","272,540","276,510","273,656","282,953","282,820","285,892","295,316","287,176","285,263","284,872","279,361"
E02005255,"213,950","214,411","210,030","207,521","202,984","196,708","195,508","194,677","201,941","213,939","223,896","223,510","225,129"
E02005256,"189,773","189,886","182,940","185,992","186,211","192,286","204,073","209,716","218,950","224,559","221,055","217,439","210,869"
E02005257,"117,456","110,965","115,645","105,701","105,661","113,251","111,278","125,290","121,860","125,940","121,718","119,097","124,028"
E02005258,"196,507","203,535","210,080","219,740","230,499","225,816","221,421","228,955","246,862","256,699","261,732","253,827","237,534"
E02005259,"134,745","134,438","141,817","139,811","139,695","138,130","131,241","140,941","143,452","153,486","158,504","154,279","160,611"
E02005260,"140,496","141,817","141,851","163,328","164,610","161,080","164,930","169,903","168,104","173,988","179,773","177,176","183,138"
E02005261,"107,833","103,537","99,418","93,712","90,872","94,268","96,561","105,393","112,742","114,534","115,425","119,608","130,447"
E02005262,"205,255","209,488","211,096","213,924","211,913","210,602","213,968","240,610","243,001","247,588","250,783","237,926","239,206"
E02005263,"87,800","88,326","89,345","86,958","85,275","85,914","95,298","98,465","105,563","106,038","98,727","103,304","103,045"
E02005264,"103,615","102,838","101,118","97,583","98,586","103,005","103,514","105,320","107,294","107,294","111,947","114,009","114,839"
E02005265,"134,897","132,436","135,581","137,730","137,148","144,295","152,070","148,451","152,099","152,001","149,081","151,734","150,093"
E02005266,"77,672","77,755","77,443","72,219","76,021","76,692","73,526","78,870","77,083","78,766","82,290","82,344","84,030"
E02005267,"80,206","82,272","80,825","86,635","93,279","94,417","94,026","93,841","93,104","94,982","93,673","93,374","89,830"
E02005268,"96,403","97,542","98,117","98,209","99,708","98,563","97,979","101,959","110,813","109,961","115,115","116,306","116,720"
E02005269,"105,078","99,643","106,265","108,045","109,559","112,196","110,611","107,349","108,636","110,734","107,215","115,964","117,620"
E02005270,"358,639","365,714","356,243","388,765","371,648","369,928","378,064","377,261","420,515","434,752","470,664","493,488","493,185"
E02005271,"225,141","225,797","228,540","231,598","227,734","228,364","230,152","240,188","239,013","238,846","242,326","231,857","235,313"
E02005272,"211,478","210,748","206,799","202,804","203,518","200,878","209,980","213,174","205,484","207,444","203,115","202,811","207,451"
E02005273,"246,552","243,293","249,865","260,105","260,440","262,766","258,340","255,313","269,177","297,541","306,317","326,789","314,916"
E02005274,"275,965","289,149","296,995","310,859","323,416","311,604","294,575","293,745","293,118","298,281","300,243","295,316","306,751"
E02005275,"227,685","236,243","226,941","224,178","233,199","222,131","221,832","211,689","196,957","221,475","222,476","220,445","233,227"
E02005276,"277,657","288,594","306,861","323,705","313,477","314,758","326,571","343,673","346,570","347,299","331,522","318,220","317,883"
E02005277,"252,474","256,131","255,547","256,950","269,766","274,920","279,360","281,143","278,269","291,181","297,983","298,069","306,838"
E02001132,"139,147","144,435","150,686","150,231","155,918","154,188","163,578","170,824","194,780","202,760","191,178","191,761","177,708"
E02001133,"156,633","154,182","164,581","163,898","170,013","173,265","176,206","189,187","197,994","209,722","210,871","204,332","204,342"
E02001134,"203,126","200,092","202,312","200,211","192,718","209,396","213,439","227,135","229,525","231,329","232,896","224,030","227,927"
E02001135,"137,452","119,951","128,708","130,610","126,860","125,404","126,459","131,642","138,459","141,934","135,981","135,834","133,146"
E02001136,"160,350","156,281","161,394","159,578","158,061","156,482","154,343","162,333","171,114","179,028","188,775","184,756","187,861"
